GSE,title,oragnism,dataset_type,platform,number_of_samples,ftp,sra_run_selector,bioproject
GSE99826,Exhaustive profiling in Arabidopsis reveals abundant polysome-associated 24-nt small RNAs including hitherto undescribed AGO5-associated pseudogene-derived siRNAs (psiRNAs) [RNA],Arabidopsis thaliana,,GPL17639,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99826/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA389738,PRJNA389738
GSE98333,Analysis of Ribosome Protected Fragments of mRNAs from yeast strains either expressing Rio1p or depleted of Rio1p,Saccharomyces cerevisiae,,GPL13821,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98333/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA384766,PRJNA384766
GSE96716,RNA_seq and Ribo_seq analyses applied to PC9 and H1933 human cancer cell lines,Homo sapiens,,GPL9115,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96716/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA379447,PRJNA379447
GSE96714,RNA_seq and Ribo_seq analyses of control and Nutlin3a-treated MCF7 cells (20 hrs),Homo sapiens,,GPL9115,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96714/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA379448,PRJNA379448
GSE79626,Ribosome footprinting of fly heads,Drosophila melanogaster,,GPL19132,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79626/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA316472,PRJNA316472
GSE72851,Intragenic DNA methylation prevents cryptic transcription initiations on gene bodies [ART-seq],Mus musculus,,GPL19057,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72851/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA295208,PRJNA295208
GSE91068,RNAseq and ribosome profiling of yeast cells grown under methionine restriction condition.,Saccharomyces cerevisiae,,GPL13821,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91068/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA356775,PRJNA356775
GSE94984,"Differentiation of ncRNAs from small mRNAs in Escherichia coli O157:H7 EDL933 (EHEC) by combined RNAseq and RIBOseq – ryhB encodes the regulatory RNA RyhB and a peptide, RyhP",Escherichia coli O157:H7 str. EDL933,,GPL23073,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94984/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA375739,PRJNA375739
GSE70259,The Ski complex binds 80S ribosomes for 3’ to 5’ decay of mRNA,Saccharomyces cerevisiae BY4741,,GPL20615,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70259/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA288089,PRJNA288089
GSE91066,REPARATION:  Ribosome Profiling Assisted (Re-) Annotation of Bacterial genomes,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,GPL20056,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91066/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA356772,PRJNA356772
GSE93133,The novel lysine specific methyltransferase METTL21B affects mRNA translation through inducible and dynamic methylation of Lys-165 in human eukaryotic elongation factor 1 alpha (eEF1A),Homo sapiens,,GPL15456,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93133/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA360112,PRJNA360112
GSE87888,A novel translational control mechanism involving RNA structures within coding sequences,Saccharomyces cerevisiae,,GPL13821,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87888/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA348109,PRJNA348109
GSE41246,Ribosome profiling in muscle reveals the translation landscape of the giant protein titin,Mus musculus,,GPL13112,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41246/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA176310,PRJNA176310
GSE70158,Dietary selenium levels affect selenoprotein expression and support the interferon-γ and IL-6 immune response pathways in mice [RNA-Seq],Mus musculus,,GPL13112,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70158/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA287767,PRJNA287767
GSE62859,Functional characterization of C. elegans Y-box binding proteins reveals tissue-specific functions and a critical role in the formation of polysomes (ribosome),Caenorhabditis elegans,,GPL18245,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62859/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA265851,PRJNA265851
GSE62858,Functional characterization of C. elegans Y-box binding proteins reveals tissue-specific functions and a critical role in the formation of polysomes (RNA-Seq),Caenorhabditis elegans,,GPL18245,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62858/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA265852,PRJNA265852
GSE64304,Parkinson's disease genes VPS35 and EIF4G1 interact genetically and converge on alpha-synuclein,Saccharomyces cerevisiae,,GPL17342,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64304/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA270712,PRJNA270712
GSE61011,Targeting and Plasticity of Mitochondrial Proteins Revealed by Proximity-Specific Ribosome Profiling,Saccharomyces cerevisiae,,GPL13821,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61011/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA260072,PRJNA260072
GSE52971,Integrative AUF1 PAR-CLIP analysis uncovers AUF1 roles in translation and genome integrity (PAR-CLIP),Homo sapiens,,GPL9115,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52971/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA230574,PRJNA230574
GSE61996,m6A mRNA Methylation Facilitates Resolution of Naïve Pluripotency Towards Differentiation (Ribo-seq),Mus musculus,,GPL17021,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61996/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA262909,PRJNA262909
GSE60095,Ribosome Profiling Reveals Pervasive Translation Outside of Annotated Protein-Coding Genes,Mus musculus; Homo sapiens,,['GPL13112'],4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60095/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA257463,PRJNA257463
GSE56148,"A novel IRES identified in DMD results in a functional N-truncated dystrophin, providing a potential route to therapy for patients with 5’ mutations.",Homo sapiens,,GPL11154,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56148/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA242628,PRJNA242628
GSE54883,The coding and noncoding architecture of the Caulobacter crescentus genome,Caulobacter vibrioides NA1000,,['GPL18275'],4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54883/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA237963,PRJNA237963
GSE53767,Absolute quantification of protein production reveals principles underlying protein synthesis rates,Escherichia coli,,['GPL18133'],4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53767/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA232843,PRJNA232843
GSE34438,Ribosome profiling of wild-type and loc1- cells in S. cerevisiae,Saccharomyces cerevisiae,,GPL13272,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34438/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA156379,PRJNA156379
GSE51164,Ribosome profiling of whi3 mutant yeast,Saccharomyces cerevisiae,,GPL13821,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51164/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA221377,PRJNA221377
GSE37112,LIN28A-mediated regulation of microRNA biogenesis in mouse embryonic stem cell (A3-1) [Agilent],Mus musculus,,GPL8824,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37112/,,
GSE31539,Ribosome footprinting in the cytosol and endoplasmic reticulum,Homo sapiens,,GPL13393,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31539/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA145711,PRJNA145711
GSE22001,"Analysis of mir-223 knockout cultured neutrophils versus wild-type cultured neutrophils, by ribosome profiling and mRNA-Seq",Mus musculus,,GPL9250,4,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22001/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA129411,PRJNA129411
GSE198624,Efficient detection of alternative spliced human proteome using translatome sequencing,Homo sapiens,,['GPL24106'],3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198624/,,
GSE131514,RiboReport - Benchmarking ribosome profiling based identification of open reading frames in bacteria.,Escherichia coli str. K-12 substr. MG1655,,GPL21117,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131514/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA543873,PRJNA543873
GSE145571,Estimation of peptide elongation times from ribosome profiling spectra,Escherichia coli,,GPL14548,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145571/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA607566,PRJNA607566
GSE139983,From coarse to fine: The absolute Escherichia coli proteome under diverse growth conditions,Escherichia coli str. K-12 substr. MG1655; Escherichia coli,,['GPL21222'],3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139983/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA587780,PRJNA587780
GSE142898,Robust partitioning of microRNA targets from downstream regulatory changes [miRNA-seq],Homo sapiens,,GPL18573,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142898/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA598737,PRJNA598737
GSE149697,"eIF3 associates with 80S ribosomes to promote translation elongation, mitochondrial homeostasis, and muscle health",Saccharomyces cerevisiae; Homo sapiens,,GPL28469,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149697/,,
GSE138640,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 3],Homo sapiens,,GPL16791,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138640/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA576651,PRJNA576651
GSE79539,Finding new proteins encoded by long non-coding RNAs in human cells,Homo sapiens,,GPL16791,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79539/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA316125,PRJNA316125
GSE126485,Absolute measurements of mRNA translation in C. crescentus reveal important fitness costs of Vitamin B12 scavenging,Caulobacter vibrioides,,GPL21015,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126485/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA522064,PRJNA522064
GSE94460,Ribosome profiling of HEK293 cells.,Homo sapiens,,GPL16791,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94460/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA369756,PRJNA369756
GSE107718,The extent of ribosome queuing in budding yeast,Saccharomyces cerevisiae,,GPL19756,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107718/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421178,PRJNA421178
GSE107328,"E. coli MazF does not create specialized ribosomes that translate leaderless mRNAs, but instead blocks rRNA maturation and ribosome biogenesis [Ribo-Seq]",Escherichia coli,,GPL21222,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107328/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA419768,PRJNA419768
GSE69922,Ribosome profiling of MCF10A cells treated with TGFb and esterified leucine,Homo sapiens,,GPL16791,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69922/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA287138,PRJNA287138
GSE69921,Ribosome profiling of control and leucine-starved SUM159 cells,Homo sapiens,,GPL16791,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69921/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA287136,PRJNA287136
GSE74365,Ribosomal profiling in Cystic Fibrosis Bronchial Epithelial cells ,Homo sapiens,,GPL11154,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74365/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299827,PRJNA299827
GSE86536,Context-specific inhibition of translation by ribosomal antibiotics targeting the peptidyl transferase center,Escherichia coli,,GPL18133,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86536/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA342154,PRJNA342154
GSE59095,DDX3X regulation of global translation is impaired by medulloblastoma-associated mutations [RiboSeq],Homo sapiens,,GPL11154,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59095/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA254361,PRJNA254361
GSE74511,Ribosome profiling on polysomes extracted via sucrose gradient and IP,Homo sapiens,,GPL15520,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74511/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA300626,PRJNA300626
GSE59816,Ribosome profiling and RNA sequencing of MCF10A cells treated with torin or by serum starvation,Homo sapiens,,GPL11154,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59816/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA256320,PRJNA256320
GSE75897,Improved ribosome-footprint and mRNA measurements provide insights into dynamics and regulation of yeast translation,Saccharomyces cerevisiae,,GPL13821,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75897/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA305643,PRJNA305643
GSE52976,Integrative AUF1 PAR-CLIP analysis uncovers AUF1 roles in translation and genome integrity (Ribosome),Homo sapiens,,GPL9115,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52976/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA230610,PRJNA230610
GSE61619,The general mode of translation inhibition by macrolide antibiotics,Escherichia coli BW25113,,GPL15206,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61619/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA261698,PRJNA261698
GSE53268,Translation rates and 3' ends of *S. cerevisiae* genes,Saccharomyces cerevisiae,,['GPL9377'],3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53268/,,
GSE37744,The ribosome profiling strategy for monitoring translation in vivo by deep sequencing of ribosome-protected mRNA fragments,Homo sapiens,,GPL11154,3,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37744/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA163111,PRJNA163111
GSE166919,Translation of Circular RNAs in Neural Retina,Rattus norvegicus,,GPL20084,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166919/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA702293,PRJNA702293
GSE148261,Vigilin/HDLBP promotes translation of endoplasmic reticulum-targeted mRNAs (tRNA ncRNA-seq),Homo sapiens,,GPL20301,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148261/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA623615,PRJNA623615
GSE148259,Vigilin/HDLBP promotes translation of endoplasmic reticulum-targeted mRNAs (HDLBP PAR-CLIP),Homo sapiens,,GPL16791,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148259/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA623611,PRJNA623611
GSE196010,Influenza virus repurposes the antiviral protein IFIT2 to promote translation of viral mRNAs,Homo sapiens,,GPL18573,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE196nnn/GSE196010/,,
GSE173604,Ribosome profiling analysis of zebrafish embryos injected with the codon tag reporter library,Danio rerio,,GPL21741,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE173nnn/GSE173604/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA726251,PRJNA726251
GSE155917,Ribo-seq (Ribosome profiling) analyses in human multiple myeloma cells,Homo sapiens,,GPL11154,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155917/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA656190,PRJNA656190
GSE180482,Bacterial ribosome pause sites surveyed by an integration of ribosome profiling and nascent chain profiling II,Escherichia coli,,GPL25368,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180482/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA748395,PRJNA748395
GSE173861,Intergenic ORFs as elementary structural modules of de novo gene birth and protein evolution  ,Saccharomyces cerevisiae,,GPL13821,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE173nnn/GSE173861/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA727323,PRJNA727323
GSE150601,smORFer: a modular algorithm to detect small ORFs in prokaryotes,Staphylococcus aureus,,GPL19006,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150601/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA632889,PRJNA632889
GSE125757,p53-inducible long non-coding RNAs encode functional peptides in hepatocellular carcinoma cells [Ribo-seq],Homo sapiens,,GPL20795,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125757/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA517458,PRJNA517458
GSE140639,Genome-wide survey of ribosome collision [anisomycin],Homo sapiens,,GPL20301,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140639/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA590355,PRJNA590355
GSE128320,The ribosome profiling strategy for monitoring translation in vivo by deep sequencing of ribosome-protected mRNA fragments in HuH-7 cells,Homo sapiens,,GPL20795,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128320/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA527113,PRJNA527113
GSE138641,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 4],Homo sapiens,,GPL16791,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138641/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA576652,PRJNA576652
GSE133315,C6orf203 is an RNA-binding protein involved in mitochondrial protein synthesis,Homo sapiens,,GPL18573,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133315/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA551033,PRJNA551033
GSE107588,Ribosome profiling in transgenic and HEK293T cells,Homo sapiens,,GPL16791,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107588/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA420695,PRJNA420695
GSE133934,Ribosome profiling of GC7/vehicle-treated mouse primary B cells,Mus musculus,,GPL19057,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133934/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA553160,PRJNA553160
GSE119567,Nutrient sensing by the intestinal epithelium orchestrates mucosal antimicrobial defense via translational control of Hes1,Mus musculus,,GPL21103,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119567/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA489606,PRJNA489606
GSE123675,Identifying small proteins by ribosome profiling with stalled initiation complexes,Escherichia coli str. K-12 substr. MG1655,,GPL18956,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123675/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA509509,PRJNA509509
GSE122461,SENP3-mediated host defense response contains HBV replication and restores protein synthesis,Homo sapiens,,GPL11154,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122461/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA505306,PRJNA505306
GSE102354,Active ribosome profiling  from mouse brains with RiboLace,Mus musculus,,GPL17021,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102354/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA397543,PRJNA397543
GSE102837,Prediction of ribosomal elongation rate from ribosome profiling data,Saccharomyces cerevisiae,,GPL17342,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102837/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA399079,PRJNA399079
GSE116523,A Chemical Kinetic Basis for Measuring Translation Initiation and Elongation Rates from Ribosome Profiling data,Saccharomyces cerevisiae,,GPL13821,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116523/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA478925,PRJNA478925
GSE111866,Ribosome profiling and transcriptome profiling of MCF-7 cells,Homo sapiens,,GPL16791,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111866/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA438445,PRJNA438445
GSE102318,Ribosome profiling of polysomes  from mouse  brains,Mus musculus,,GPL17021,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102318/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA397408,PRJNA397408
GSE100739,Ribosome binding RNA from mouse macrophage cells,Mus musculus,,GPL21103,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100739/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA392904,PRJNA392904
GSE93559,Domestic chickens activate a piRNA defense against avian leukosis virus,Gallus gallus,,GPL16133,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93559/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA361113,PRJNA361113
GSE92922,Endoplasmic reticulum as a hub organizing microRNAs and a subset of endogenous siRNAs in Arabidopsis [Ribo-Seq and RNA-Seq],Arabidopsis thaliana,,GPL13222,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92922/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA358868,PRJNA358868
GSE88790,N-terminal Proteomics Assisted Profiling of the Unexplored Translation Initiation Landscape in Arabidopsis thaliana.,Arabidopsis thaliana,,GPL13222,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88790/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA348553,PRJNA348553
GSE59815,Ribosome profiling of harringtonine-treated SUM1315 cells,Homo sapiens,,GPL11154,2,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59815/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA256321,PRJNA256321
